Wavenumber,Diamond_abs,A_defect_abs,B_defect_abs,C_defect_abs
1097.83,0.79404,0.0071,0.0151,0.0195
1099.03,0.79261,0.0071,0.0149,0.0195
1100.24,0.783841,0.0071,0.0148,0.0196
1101.44,0.779114,0.0071,0.0146,0.0198
1102.65,0.774956,0.0071,0.0144,0.0201
1103.85,0.774859,0.0071,0.0143,0.0205
1105.06,0.773473,0.0071,0.0142,0.021
1106.26,0.773636,0.0071,0.0141,0.0216
1107.47,0.769657,0.0072,0.0141,0.0223
1108.67,0.766334,0.0073,0.0142,0.0231
1109.88,0.761996,0.0075,0.0142,0.0241
1111.09,0.756551,0.0076,0.0143,0.0251
1112.29,0.755337,0.0078,0.0144,0.0262
1113.49,0.75007,0.008,0.0145,0.0273
1114.7,0.747206,0.0082,0.0145,0.0285
1115.91,0.744682,0.0084,0.0146,0.0298
1117.11,0.739205,0.0086,0.0147,0.031
1118.32,0.735711,0.0088,0.0148,0.0323
1119.52,0.732935,0.0091,0.0148,0.0336
1120.73,0.730715,0.0093,0.0149,0.0348
1121.93,0.729044,0.0095,0.015,0.0359
1123.14,0.729741,0.0098,0.0151,0.0369
1124.34,0.723653,0.01,0.0152,0.0379
1125.55,0.726,0.0102,0.0153,0.0386
1126.75,0.723303,0.0105,0.0154,0.0392
1127.96,0.719625,0.0107,0.0155,0.0397
1129.16,0.720256,0.011,0.0157,0.0399
1130.37,0.717851,0.0112,0.0158,0.04
1131.58,0.716993,0.0115,0.016,0.0399
1132.78,0.717142,0.0117,0.0162,0.0396
1133.99,0.719094,0.012,0.0165,0.0392
1135.19,0.720867,0.0122,0.0168,0.0387
1136.4,0.718183,0.0125,0.0171,0.0381
1137.6,0.716378,0.0127,0.0175,0.0374
1138.81,0.715502,0.013,0.0179,0.0367
1140.01,0.717376,0.0132,0.0183,0.0359
1141.22,0.718502,0.0135,0.0188,0.0351
1142.42,0.714836,0.0138,0.0193,0.0344
1143.63,0.716558,0.014,0.0199,0.0336
1144.83,0.719698,0.0143,0.0205,0.0329
1146.04,0.718974,0.0146,0.0212,0.0322
1147.24,0.717653,0.0148,0.0219,0.0316
1148.45,0.717192,0.0151,0.0226,0.0311
1149.66,0.717584,0.0154,0.0233,0.0305
1150.86,0.72187,0.0156,0.0241,0.03
1152.07,0.719977,0.0159,0.0249,0.0296
1153.27,0.719473,0.0162,0.0257,0.0292
1154.48,0.723791,0.0165,0.0265,0.0288
1155.68,0.72045,0.0169,0.0273,0.0284
1156.89,0.72321,0.0172,0.0281,0.028
1158.09,0.726123,0.0176,0.0288,0.0277
1159.3,0.726633,0.018,0.0296,0.0274
1160.5,0.723598,0.0184,0.0303,0.027
1161.71,0.724592,0.0188,0.0309,0.0267
1162.91,0.723379,0.0192,0.0315,0.0264
1164.12,0.72346,0.0197,0.032,0.0261
1165.33,0.726142,0.0202,0.0325,0.0258
1166.53,0.728128,0.0207,0.0329,0.0255
1167.74,0.727351,0.0213,0.0332,0.0252
1168.94,0.725058,0.0218,0.0335,0.0249
1170.15,0.724869,0.0223,0.0336,0.0246
1171.35,0.72603,0.0229,0.0337,0.0243
1172.56,0.728801,0.0234,0.0336,0.024
1173.76,0.731411,0.0239,0.0335,0.0237
1174.97,0.73372,0.0243,0.0333,0.0235
1176.17,0.736052,0.0247,0.0331,0.0232
1177.38,0.739032,0.0251,0.0327,0.023
1178.58,0.742414,0.0255,0.0323,0.0227
1179.79,0.742065,0.0258,0.0319,0.0225
1180.99,0.738347,0.026,0.0313,0.0222
1182.2,0.740654,0.0262,0.0308,0.022
1183.4,0.748215,0.0264,0.0302,0.0218
1184.61,0.751485,0.0266,0.0296,0.0215
1185.82,0.750352,0.0267,0.029,0.0213
1187.02,0.750976,0.0268,0.0284,0.0211
1188.23,0.753167,0.0269,0.0277,0.0209
1189.43,0.759023,0.027,0.0271,0.0207
1190.64,0.760834,0.0271,0.0265,0.0205
1191.84,0.758308,0.0272,0.026,0.0203
1193.05,0.762477,0.0274,0.0254,0.0201
1194.25,0.765373,0.0275,0.0249,0.0199
1195.46,0.766669,0.0277,0.0244,0.0196
1196.66,0.768477,0.0278,0.024,0.0194
1197.87,0.768442,0.028,0.0235,0.0192
1199.08,0.770244,0.0282,0.0231,0.019
1200.28,0.77255,0.0284,0.0227,0.0188
1201.48,0.774088,0.0286,0.0224,0.0186
1202.69,0.774084,0.0288,0.022,0.0184
1203.9,0.775097,0.029,0.0217,0.0182
1205.1,0.777719,0.0291,0.0213,0.018
1206.31,0.777244,0.0293,0.021,0.0178
1207.51,0.777623,0.0294,0.0206,0.0176
1208.72,0.779404,0.0295,0.0203,0.0174
1209.92,0.781365,0.0296,0.0199,0.0172
1211.13,0.781356,0.0296,0.0195,0.017
1212.33,0.781311,0.0297,0.0191,0.0168
1213.54,0.781446,0.0296,0.0187,0.0166
1214.74,0.78377,0.0296,0.0183,0.0164
1215.95,0.784794,0.0295,0.0179,0.0162
1217.15,0.785607,0.0294,0.0174,0.016
1218.36,0.786261,0.0292,0.017,0.0158
1219.57,0.784973,0.029,0.0166,0.0156
1220.77,0.785248,0.0288,0.0161,0.0154
1221.98,0.787661,0.0285,0.0157,0.0152
1223.18,0.788891,0.0282,0.0153,0.0151
1224.39,0.790715,0.0279,0.015,0.0149
1225.59,0.790573,0.0276,0.0146,0.0147
1226.8,0.787395,0.0272,0.0143,0.0145
1228.0,0.788477,0.0269,0.014,0.0144
1229.21,0.791443,0.0266,0.0137,0.0142
1230.41,0.79297,0.0263,0.0135,0.0141
1231.62,0.794488,0.026,0.0133,0.0139
1232.82,0.795045,0.0258,0.0131,0.0138
1234.03,0.794394,0.0256,0.013,0.0136
1235.23,0.79649,0.0254,0.0129,0.0135
1236.44,0.7979,0.0254,0.0128,0.0134
1237.65,0.800387,0.0253,0.0128,0.0133
1238.85,0.803847,0.0253,0.0127,0.0132
1240.06,0.804266,0.0254,0.0127,0.0131
1241.26,0.80398,0.0254,0.0127,0.0131
1242.47,0.804799,0.0255,0.0127,0.013
1243.67,0.804356,0.0256,0.0127,0.013
1244.88,0.803919,0.0256,0.0127,0.0129
1246.08,0.807575,0.0257,0.0128,0.0129
1247.29,0.810877,0.0257,0.0128,0.0128
1248.49,0.812984,0.0258,0.0128,0.0128
1249.7,0.817534,0.026,0.0128,0.0128
1250.9,0.822395,0.0261,0.0129,0.0128
1252.11,0.826168,0.0264,0.0129,0.0128
1253.32,0.830972,0.0268,0.0129,0.0128
1254.52,0.840337,0.0274,0.0129,0.0128
1255.73,0.848211,0.0282,0.0129,0.0128
1256.93,0.854423,0.0291,0.0128,0.0128
1258.14,0.858762,0.0303,0.0128,0.0128
1259.34,0.867945,0.0316,0.0128,0.0129
1260.55,0.868431,0.0332,0.0128,0.0129
1261.75,0.862388,0.0349,0.0127,0.0129
1262.96,0.857283,0.0368,0.0127,0.0129
1264.16,0.848963,0.0388,0.0127,0.0129
1265.37,0.842139,0.0409,0.0126,0.013
1266.57,0.834861,0.0431,0.0126,0.013
1267.78,0.828768,0.0453,0.0126,0.013
1268.98,0.826526,0.0475,0.0126,0.013
1270.19,0.827845,0.0496,0.0125,0.013
1271.39,0.829528,0.0516,0.0125,0.013
1272.6,0.826928,0.0535,0.0125,0.0131
1273.81,0.824538,0.0552,0.0125,0.0131
1275.01,0.823223,0.0567,0.0125,0.0131
1276.22,0.826103,0.058,0.0125,0.0131
1277.42,0.825724,0.059,0.0125,0.0131
1278.63,0.824907,0.0598,0.0125,0.0131
1279.83,0.825959,0.0603,0.0126,0.0131
1281.04,0.82539,0.0606,0.0126,0.0131
1282.24,0.827592,0.0606,0.0126,0.0132
1283.45,0.8278,0.0604,0.0126,0.0132
1284.65,0.827013,0.0599,0.0126,0.0132
1285.86,0.829461,0.0592,0.0126,0.0132
1287.07,0.829403,0.0583,0.0126,0.0132
1288.27,0.827603,0.0573,0.0126,0.0133
1289.47,0.826579,0.0561,0.0126,0.0133
1290.68,0.828582,0.0549,0.0126,0.0133
1291.89,0.831426,0.0535,0.0125,0.0133
1293.09,0.833393,0.052,0.0125,0.0133
1294.3,0.834458,0.0505,0.0125,0.0133
1295.5,0.835901,0.049,0.0124,0.0133
1296.71,0.837694,0.0474,0.0124,0.0133
1297.91,0.83629,0.0458,0.0123,0.0133
1299.12,0.836344,0.0442,0.0123,0.0132
1300.32,0.83664,0.0425,0.0123,0.0132
1301.53,0.835974,0.0409,0.0123,0.0131
1302.73,0.836956,0.0393,0.0122,0.013
1303.94,0.838151,0.0377,0.0123,0.0129
1305.14,0.83701,0.0362,0.0123,0.0128
1306.35,0.839142,0.0346,0.0123,0.0127
1307.56,0.840301,0.0331,0.0124,0.0125
1308.76,0.836706,0.0316,0.0124,0.0124
1309.97,0.837572,0.0302,0.0125,0.0122
1311.17,0.840106,0.0289,0.0125,0.0121
1312.38,0.842322,0.0276,0.0126,0.0119
1313.58,0.838915,0.0264,0.0126,0.0117
1314.79,0.837303,0.0252,0.0126,0.0116
1315.99,0.843621,0.024,0.0126,0.0114
1317.2,0.842891,0.0229,0.0126,0.0112
